seq,x,y
0,1412.324,929.911
1,1391.621,914.950
2,1370.095,901.091
3,1348.595,888.064
4,1326.680,874.706
5,1305.226,861.674
6,1283.666,848.604
7,1262.189,835.713
8,1239.803,824.401
9,1217.612,811.856
10,1197.635,796.728
11,1176.241,783.556
12,1154.324,770.498
13,1132.667,757.354
14,1110.551,744.208
15,1089.028,731.375
16,1066.805,718.980
17,1044.571,706.534
18,1021.947,694.773
19,999.712,683.204
20,0.000,0.000
